student_id,roll_number,first_name,last_name,full_name,gender,age,date_of_birth,email,phone,city,location_type,branch,branch_name,year,semester,admission_date,status,primary_teacher_id,class_coordinator,income_level,annual_income,father_name,father_education,father_occupation,mother_name,mother_education,mother_occupation,siblings,family_size,single_parent,guardian_contact,permanent_address,current_semester_gpa,previous_semester_gpa,cumulative_gpa,gpa_trend,credits_registered_current,credits_completed_current,total_credits_registered,total_credits_completed,credit_completion_rate,first_year_gpa,first_year_credits_completed,first_year_attendance_percent,first_year_dropout_risk,registration_date,registration_delay_days,registration_status,courses_withdrawn_ever,courses_withdrawn_current,total_course_withdrawals,semester_number,courses_failed_ever,courses_repeated,academic_standing,probation_status,status_attendance_total_days,status_attendance_present_days,status_attendance_absent_days,attendance_percentage,attendance_first_half,attendance_second_half,attendance_trend,marks_percentage_mean,marks_percentage_std,marks_percentage_min,marks_percentage_max,marks_obtained_marks_sum,marks_subject_chemistry,marks_subject_computer_science,marks_subject_electronics,marks_subject_mathematics,marks_subject_mechanical_engineering,marks_subject_physics,marks_failing_count,assignment_submission_rate,assignment_late_count,assignment_grade_A,assignment_grade_B,assignment_grade_C,assignment_grade_D,behavior_negative_count,behavior_positive_count,behavior_total_count,library_visits,library_hours,fee_total_paid,fee_pending_count,fee_late_count,total_activities,extra_participates,extra_category_Academic,extra_category_Cultural,extra_category_Other,extra_category_Social,extra_category_Sports,extra_category_Technical,extra_leadership_roles,extra_hours_per_week,extra_total_events,attendance_status_extra_sessions_total,attendance_status_extra_sessions_present,extra_attendance_percentage,dropout_risk_score,dropout_risk
190,CS242003,Rahul,Tiwari,Rahul Tiwari,Male,22,2004-01-07,rahul.tiwari190@student.college.edu,917889514452,Lucknow,Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Middle,545545,Mr. Kunal Tiwari,No Formal Education,Professional,Mrs. Ritika Tiwari,Secondary,Salaried Employee,0,5,0,919085018613,"242, Street, Lucknow",6.44,7.94,7.34,Declining,20,16,160,133,83.12,7.17,42,85.26,Low,2025-07-27,0,On Time,1,0,1,8,0,0,Good,No,40,30,10,75.0,85.0,65.0,-20.0,61.55277777777778,15.016673325932672,24.04,95.74,362.65,64.92,54.50666666666666,62.623333333333335,56.48666666666667,68.59333333333333,62.18666666666667,2.0,75.0,1,2,3,0,1,1.0,1.0,2.0,12.0,9.0,100000,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,Low Risk
191,CS242004,Ananya,Ahmed,Ananya Ahmed,Female,22,2004-03-02,ananya.ahmed191@student.college.edu,919967847748,Delhi,Rural,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Middle,360534,Mr. Aditya Ahmed,Graduate,Daily Wage Worker,Mrs. Neha Ahmed,Post-Graduate,Homemaker,3,5,0,919735503458,"299, Road, Delhi",6.8,7.88,7.45,Declining,18,17,144,136,94.44,7.38,42,93.16,Low,2025-07-30,3,Late,0,0,0,8,0,0,Good,No,40,31,9,77.5,85.0,70.0,-15.0,74.47166666666666,15.683797189638554,35.74,100.0,443.27,71.37833333333333,72.61666666666667,72.22,82.18666666666667,74.92333333333333,73.505,1.0,75.0,2,1,1,3,1,1.0,1.0,2.0,18.0,10.0,50000,2,0.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,16.0,9.0,56.25,15,Low Risk
192,CS242005,Swati,Ghosh,Swati Ghosh,Female,20,2004-03-13,swati.ghosh192@student.college.edu,917292701292,Bhopal,Semi-Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Middle,346932,Mr. Ritvik Ghosh,Primary,Daily Wage Worker,Mrs. Avni Ghosh,Primary,Retired,0,6,0,919341534825,"298, Road, Bhopal",7.06,5.95,6.39,Improving,18,15,144,122,84.72,6.37,36,69.74,Low,2025-08-01,5,Late,2,0,2,8,1,0,Average,No,40,37,3,92.5,90.0,95.0,5.0,49.31055555555556,16.086121959084473,25.79,90.58,290.72,49.120000000000005,49.498333333333335,51.31999999999999,49.708333333333336,55.435,40.781666666666666,12.0,62.5,1,2,1,1,1,1.0,1.0,2.0,12.0,9.0,65000,1,1.0,2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.5,6.0,32.0,26.0,81.25,15,Low Risk
193,CS242006,Avni,Das,Avni Das,Female,20,2004-12-09,avni.das193@student.college.edu,917713811238,Bhopal,Rural,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Low,60181,Mr. Ravi Das,Higher Secondary,Daily Wage Worker,Mrs. Sara Das,Secondary,Homemaker,1,7,0,919855646171,"21, Lane, Bhopal",4.6,5.7,5.26,Declining,22,14,176,114,64.77,4.78,42,80.57,Low,2025-07-27,0,On Time,0,0,0,8,2,2,Below Average,No,40,32,8,80.0,90.0,70.0,-20.0,38.73222222222222,15.465355773675212,4.01,64.52,234.13,51.45166666666666,36.705000000000005,40.199999999999996,24.015,38.24333333333333,41.77833333333333,19.0,87.5,1,1,3,1,2,1.0,1.0,2.0,12.0,9.0,50000,2,1.0,3,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,18.0,96.0,73.0,76.04166666666666,45,Medium Risk
194,CS242007,Anika,Verma,Anika Verma,Female,21,2004-03-18,anika.verma194@student.college.edu,918624506493,Jaipur,Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Lower-Middle,255692,Mr. Dhruv Verma,Higher Secondary,Salaried Employee,Mrs. Kiara Verma,Secondary,Government Employee,1,7,0,917258984006,"97, Lane, Jaipur",5.62,5.57,5.59,Stable,22,15,176,124,70.45,5.18,36,85.13,Low,2025-07-29,2,On Time,1,1,2,8,0,0,Average,No,40,35,5,87.5,80.0,95.0,15.0,49.021388888888886,16.774187338676526,17.49,82.48,282.89,53.85,41.440000000000005,44.18,47.31833333333333,59.824999999999996,47.51499999999999,14.0,87.5,2,1,3,2,1,0.0,3.0,3.0,5.0,5.0,100000,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Low Risk
195,CS242008,Varun,Gupta,Varun Gupta,Male,22,2004-07-25,varun.gupta195@student.college.edu,917844144177,Mumbai,Semi-Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Lower-Middle,264894,Mr. Prakash Gupta,Primary,Self-Employed,Mrs. Sakshi Gupta,Primary,Homemaker,1,7,0,917880117627,"265, Lane, Mumbai",5.48,5.28,5.36,Stable,18,12,144,102,70.83,5.67,44,79.39,Low,2025-07-27,0,On Time,0,0,0,8,1,1,Below Average,No,40,24,16,60.0,50.0,70.0,20.0,70.94083333333333,18.7458718312669,37.88,100.0,431.57,72.36666666666666,69.66000000000001,67.92166666666667,80.33,63.49166666666667,71.875,3.0,75.0,3,3,2,0,1,1.0,1.0,2.0,12.0,9.0,65000,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,16.0,10.0,62.5,50,Medium Risk
196,CS242009,Sunita,Sethi,Sunita Sethi,Female,22,2004-04-11,sunita.sethi196@student.college.edu,919475312420,Ghaziabad,Semi-Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Middle,443238,Mr. Ritvik Sethi,No Formal Education,Professional,Mrs. Zara Sethi,Secondary,Self-Employed,1,3,0,918418932029,"49, Lane, Ghaziabad",8.56,7.37,7.85,Improving,18,14,144,116,80.56,8.06,38,72.49,Low,2025-07-27,0,On Time,0,0,0,8,0,0,Good,No,40,26,14,65.0,70.0,60.0,-10.0,65.21527777777777,16.92546508938716,39.7,100.0,383.42,62.300000000000004,69.77999999999999,65.875,67.58833333333334,64.33833333333332,61.41,1.0,62.5,0,1,3,1,0,1.0,1.0,2.0,12.0,9.0,65000,1,1.0,3,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,14.0,48.0,32.0,66.66666666666666,20,Low Risk
197,CS242010,Tara,Nair,Tara Nair,Female,20,2004-11-27,tara.nair197@student.college.edu,918912529042,Delhi,Semi-Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Upper-Middle,799168,Mr. Kabir Nair,Graduate,Self-Employed,Mrs. Aarohi Nair,Primary,Farmer,1,4,0,918423799868,"261, Lane, Delhi",6.59,7.91,7.38,Declining,18,16,144,132,91.67,7.02,40,80.6,Low,2025-07-27,0,On Time,0,0,0,8,0,0,Good,No,40,26,14,65.0,65.0,65.0,0.0,37.78888888888889,12.053311762517568,9.31,65.6,231.58,39.63833333333333,38.96333333333333,40.405,28.255,42.583333333333336,36.888333333333335,19.0,75.0,0,1,2,2,1,1.0,1.0,2.0,11.0,21.0,100000,0,1.0,2,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.5,15.0,72.0,51.0,70.83333333333334,15,Low Risk
198,CS242011,Vedant,Desai,Vedant Desai,Male,20,2004-08-28,vedant.desai198@student.college.edu,919419132079,Kanpur,Semi-Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Lower-Middle,164660,Mr. Rudra Desai,Secondary,Retired,Mrs. Diya Desai,Primary,Homemaker,2,5,0,919632232133,"90, Road, Kanpur",6.78,6.98,6.9,Stable,22,17,176,143,81.25,7.3,38,90.33,Low,2025-08-03,7,Late,1,0,1,8,1,1,Average,No,40,26,14,65.0,70.0,60.0,-10.0,55.725833333333334,16.963531703544014,20.82,80.09,322.24,63.06166666666667,54.28,61.27333333333333,61.865,45.550000000000004,48.324999999999996,7.0,87.5,1,1,2,2,2,0.0,1.0,1.0,12.0,9.0,85000,1,1.0,2,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.5,12.0,40.0,33.0,82.5,30,Low Risk
199,CS242012,Raj,Das,Raj Das,Male,22,2004-09-13,raj.das199@student.college.edu,919569752494,Delhi,Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Upper-Middle,868296,Mr. Reyansh Das,Secondary,Daily Wage Worker,Mrs. Sneha Das,Post-Graduate,Government Employee,1,4,0,919930569976,"384, Road, Delhi",7.74,7.71,7.72,Stable,22,20,176,160,90.91,6.9,42,73.09,Low,2025-07-29,2,On Time,1,0,1,8,0,0,Good,No,40,36,4,90.0,95.0,85.0,-10.0,73.53055555555555,17.83809229781584,45.13,100.0,428.65999999999997,76.46499999999999,77.08833333333332,89.64833333333333,69.55,64.17833333333333,64.25333333333333,0.0,75.0,2,1,3,2,0,2.0,0.0,2.0,12.0,9.0,100000,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,Low Risk
200,CS242013,Rani,Bhatia,Rani Bhatia,Female,20,2004-05-27,rani.bhatia200@student.college.edu,918481156361,Chennai,Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Upper-Middle,676770,Mr. Aditya Bhatia,Graduate,Small Business,Mrs. Anika Bhatia,No Formal Education,Homemaker,1,3,0,917964336810,"432, Street, Chennai",5.61,5.55,5.57,Stable,24,14,192,115,59.9,4.93,36,80.23,Low,2025-08-03,7,Late,0,1,1,8,0,0,Average,No,40,28,12,70.0,70.0,70.0,0.0,61.158611111111114,15.670677650180703,30.24,96.14,355.82,63.38666666666666,67.675,57.97666666666667,53.156666666666666,65.01333333333334,59.74333333333333,2.0,75.0,2,4,0,2,0,1.0,2.0,3.0,12.0,9.0,100000,0,2.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,24.0,15.0,62.5,45,Medium Risk
201,CS242014,Mira,Sethi,Mira Sethi,Female,22,2004-02-17,mira.sethi201@student.college.edu,919768102602,Vadodara,Semi-Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Lower-Middle,214568,Mr. Arjun Sethi,Primary,Retired,Mrs. Aarohi Sethi,Graduate,Daily Wage Worker,3,6,0,917460710700,"76, Street, Vadodara",5.1,4.85,4.95,Stable,18,14,144,112,77.78,4.41,42,68.57,Low,2025-07-27,0,On Time,0,0,0,8,4,2,Below Average,Yes,40,34,6,85.0,75.0,95.0,20.0,45.983333333333334,15.090859674461415,16.89,78.56,275.25,44.615,37.31666666666667,45.69833333333333,50.593333333333334,54.82833333333334,42.848333333333336,12.0,100.0,1,4,2,1,1,1.0,0.0,1.0,6.0,3.0,100000,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,Medium Risk
202,CS242015,Vihaan,Pandey,Vihaan Pandey,Male,22,2004-06-11,vihaan.pandey202@student.college.edu,917685779283,Ghaziabad,Semi-Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Lower-Middle,176601,Mr. Aditya Pandey,Higher Secondary,Salaried Employee,Mrs. Kriti Pandey,Primary,Self-Employed,4,3,0,919782262808,"249, Lane, Ghaziabad",7.35,7.36,7.36,Stable,20,16,160,129,80.62,7.78,36,71.2,Low,2025-07-27,0,On Time,0,0,0,8,0,0,Good,No,40,19,21,47.5,50.0,45.0,-5.0,33.29777777777778,16.36726491002454,1.47,63.23,198.25,30.974999999999998,33.96666666666667,35.12166666666667,42.906666666666666,23.53833333333333,33.278333333333336,23.0,100.0,2,3,2,2,1,0.0,1.0,1.0,16.0,16.0,100000,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Medium Risk
203,CS242016,Manish,Malhotra,Manish Malhotra,Male,20,2004-08-29,manish.malhotra203@student.college.edu,918240628246,Ludhiana,Rural,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Low,80483,Mr. Kabir Malhotra,Graduate,Small Business,Mrs. Tanvi Malhotra,Higher Secondary,Homemaker,1,5,1,919096671508,"259, Street, Ludhiana",7.45,7.62,7.55,Stable,22,18,176,149,84.66,6.86,38,78.86,Low,2025-07-27,0,On Time,0,0,0,8,0,0,Good,No,40,30,10,75.0,85.0,65.0,-20.0,38.13,12.874489504442495,9.88,65.39,225.99,39.74333333333333,27.346666666666668,38.41,40.35666666666666,42.11,40.81333333333333,18.0,62.5,2,1,3,0,1,1.0,1.0,2.0,12.0,2.0,65000,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Low Risk
204,CS242017,Varun,Mishra,Varun Mishra,Male,21,2004-10-04,varun.mishra204@student.college.edu,917406484922,Delhi,Semi-Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Lower-Middle,189672,Mr. Manish Mishra,Secondary,Self-Employed,Mrs. Rani Mishra,Higher Secondary,Small Business,1,4,0,919387609551,"288, Road, Delhi",8.4,6.97,7.54,Improving,22,20,176,160,90.91,7.21,36,66.15,Low,2025-07-28,1,On Time,1,0,1,8,0,0,Good,No,40,32,8,80.0,80.0,80.0,0.0,46.00944444444444,14.899027186736426,17.12,70.79,272.98,49.04,47.925000000000004,45.916666666666664,49.12166666666667,45.945,38.108333333333334,12.0,87.5,2,1,3,2,1,1.0,1.0,2.0,6.0,13.0,65000,1,1.0,2,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,24.0,19.0,79.16666666666666,5,Low Risk
205,CS242018,Saanvi,Joshi,Saanvi Joshi,Female,20,2004-10-15,saanvi.joshi205@student.college.edu,917849703394,Jaipur,Rural,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Low,50836,Mr. Kunal Joshi,Graduate,Salaried Employee,Mrs. Ira Joshi,Graduate,Small Business,1,6,0,919397706043,"490, Lane, Jaipur",6.49,7.23,6.93,Declining,18,16,144,135,93.75,6.78,38,94.1,Low,2025-07-27,0,On Time,1,0,1,8,0,0,Average,No,40,30,10,75.0,75.0,75.0,0.0,68.01027777777777,14.749538392023588,41.15,100.0,412.21,76.455,65.68666666666667,72.05499999999999,61.78333333333333,64.145,67.93666666666667,0.0,62.5,2,0,2,2,1,1.0,1.0,2.0,12.0,9.0,30000,2,2.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,20.0,16.0,15.0,93.75,20,Low Risk
206,CS242019,Ishaan,Choudhury,Ishaan Choudhury,Male,20,2004-07-27,ishaan.choudhury206@student.college.edu,919707359842,Hyderabad,Semi-Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Lower-Middle,240079,Mr. Manoj Choudhury,Higher Secondary,Salaried Employee,Mrs. Nisha Choudhury,No Formal Education,Daily Wage Worker,4,7,0,918842622784,"26, Road, Hyderabad",5.43,6.61,6.14,Declining,20,17,160,141,88.12,5.45,40,83.92,Low,2025-07-29,2,On Time,1,0,1,8,1,1,Average,No,40,32,8,80.0,85.0,75.0,-10.0,50.416666666666664,14.970749003115564,19.96,85.28,292.96999999999997,52.23666666666667,55.78,55.76333333333333,39.07,53.96,45.69,10.0,75.0,3,1,2,1,2,1.0,1.0,2.0,5.0,6.0,85000,1,1.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,7.0,16.0,12.0,75.0,15,Low Risk
207,CS242020,Vedant,Hussain,Vedant Hussain,Male,22,2004-09-30,vedant.hussain207@student.college.edu,919898191780,Pune,Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Middle,339084,Mr. Shivansh Hussain,Graduate,Retired,Mrs. Neha Hussain,No Formal Education,Homemaker,1,6,0,918942309278,"134, Lane, Pune",7.99,7.05,7.43,Improving,24,20,192,162,84.38,7.52,38,74.07,Low,2025-07-27,0,On Time,0,0,0,8,0,0,Good,No,40,30,10,75.0,75.0,75.0,0.0,53.63777777777778,15.321289224215551,23.52,83.14,316.59,55.214999999999996,56.245000000000005,44.125,46.38166666666667,61.93833333333333,57.92166666666666,8.0,50.0,2,2,1,1,0,1.0,1.0,2.0,8.0,9.0,100000,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,16.0,8.0,50.0,0,Low Risk
208,CS242021,Siya,Shah,Siya Shah,Female,21,2004-01-27,siya.shah208@student.college.edu,918694908521,Ghaziabad,Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Middle,503951,Mr. Ravi Shah,Graduate,Professional,Mrs. Suman Shah,No Formal Education,Homemaker,1,6,1,917194174328,"167, Road, Ghaziabad",7.52,7.64,7.59,Stable,24,22,192,178,92.71,7.55,36,78.29,Low,2025-07-27,0,On Time,0,0,0,8,0,0,Good,No,40,29,11,72.5,75.0,70.0,-5.0,69.775,15.703197035726742,30.74,100.0,412.64,75.815,57.94833333333333,57.20666666666667,77.94833333333334,79.54,70.19166666666666,1.0,75.0,0,1,3,0,2,1.0,1.0,2.0,15.0,13.0,65000,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Low Risk
209,CS242022,Aarav,Arora,Aarav Arora,Male,22,2004-12-12,aarav.arora209@student.college.edu,918909565554,Chennai,Rural,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Low,67137,Mr. Ankit Arora,Secondary,Daily Wage Worker,Mrs. Sara Arora,Primary,Self-Employed,2,7,0,918594097401,"14, Street, Chennai",6.62,5.63,6.03,Improving,18,15,144,125,86.81,5.07,36,76.99,Low,2025-07-28,1,On Time,1,0,1,8,1,0,Average,No,40,27,13,67.5,65.0,70.0,5.0,77.46083333333334,16.053575191482157,38.64,100.0,465.02,62.63166666666667,85.13666666666667,84.33,76.36166666666666,79.34833333333334,76.95666666666666,1.0,62.5,3,0,4,0,1,2.0,1.0,3.0,12.0,7.0,100000,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Medium Risk
210,CS242023,Aditya,Shah,Aditya Shah,Male,20,2004-01-16,aditya.shah210@student.college.edu,917270115108,Jaipur,Semi-Urban,CS,Computer Science,4,2,2025-08-01,Active,13,Ms. Rajesh Ali,Low,100493,Mr. Aditya Shah,Secondary,Farmer,Mrs. Saanvi Shah,Higher Secondary,Homemaker,1,5,0,917073343965,"197, Road, Jaipur",5.53,6.56,6.15,Declining,22,18,176,151,85.8,5.72,40,91.35,Low,2025-07-27,0,On Time,1,1,2,8,0,0,Average,No,40,32,8,80.0,80.0,80.0,0.0,82.78805555555556,15.76788577537892,41.16,100.0,491.62,82.99666666666667,87.85666666666667,83.03833333333334,70.77666666666666,90.27833333333332,81.78166666666667,0.0,87.5,2,5,1,1,0,1.0,1.0,2.0,20.0,12.0,65000,1,2.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,10.0,16.0,12.0,75.0,15,Low Risk
211,EC211001,Aadhya,Kumar,Aadhya Kumar,Female,18,2007-06-05,aadhya.kumar211@student.college.edu,919982195582,Jaipur,Semi-Urban,EC,Electronics & Communication,1,1,2025-08-01,Active,17,Ms. Amit Kapoor,Low,75179,Mr. Pranav Kumar,No Formal Education,Daily Wage Worker,Mrs. Prisha Kumar,No Formal Education,Salaried Employee,3,4,0,918215449058,"258, Lane, Jaipur",6.91,6.58,6.91,Stable,22,17,22,17,77.27,6.91,17,94.45,Medium,2025-07-27,0,On Time,0,0,0,1,0,0,Average,No,40,29,11,72.5,80.0,65.0,-15.0,74.66694444444444,16.807731863544987,38.93,100.0,449.95,74.12166666666667,73.15666666666667,66.785,84.885,78.125,70.92833333333333,1.0,75.0,1,4,1,1,0,1.0,1.0,2.0,16.0,21.0,85000,1,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,56.0,25.0,44.642857142857146,45,Medium Risk
212,EC211002,Aditi,Shah,Aditi Shah,Female,17,2007-11-30,aditi.shah212@student.college.edu,917301526840,Indore,Rural,EC,Electronics & Communication,1,1,2025-08-01,Active,17,Ms. Amit Kapoor,Low,107374,Mr. Kunal Shah,Primary,Salaried Employee,Mrs. Anika Shah,Secondary,Government Employee,1,3,1,918949386372,"216, Street, Indore",4.89,6.58,4.89,Improving,20,12,20,12,60.0,4.89,12,61.13,High,2025-07-30,3,Late,0,0,0,1,4,1,Below Average,Yes,40,31,9,77.5,80.0,75.0,-5.0,72.93861111111111,16.751862694344133,33.23,100.0,433.06,70.29333333333334,66.45166666666667,79.96,75.54666666666667,64.47166666666668,80.90833333333333,1.0,87.5,0,3,3,0,1,1.0,1.0,2.0,10.0,8.0,50000,2,1.0,4,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,5.5,21.0,72.0,50.0,69.44444444444444,40,Medium Risk
213,EC211003,Tanvi,Bose,Tanvi Bose,Female,18,2007-05-21,tanvi.bose213@student.college.edu,919070754203,Kolkata,Semi-Urban,EC,Electronics & Communication,1,1,2025-08-01,Active,17,Ms. Amit Kapoor,Upper-Middle,883656,Mr. Aarav Bose,Graduate,Self-Employed,Mrs. Myra Bose,Primary,Homemaker,0,5,0,918362971460,"350, Street, Kolkata",7.27,6.58,7.27,Stable,18,16,18,16,88.89,7.27,16,60.11,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Good,No,40,35,5,87.5,80.0,95.0,15.0,57.69638888888889,14.105528227872279,28.9,86.85,352.77,57.298333333333325,58.435,59.538333333333334,51.73666666666667,55.35666666666666,63.81333333333333,4.0,100.0,3,1,5,1,1,1.0,1.0,2.0,19.0,13.0,100000,0,1.0,3,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.6666666666666665,3.0,48.0,27.0,56.25,0,Low Risk
214,EC211004,Aditi,Ahmed,Aditi Ahmed,Female,19,2007-11-09,aditi.ahmed214@student.college.edu,918219650390,Pune,Rural,EC,Electronics & Communication,1,1,2025-08-01,Active,17,Ms. Amit Kapoor,Low,95803,Mr. Ankit Ahmed,Graduate,Small Business,Mrs. Neha Ahmed,Primary,Homemaker,1,6,1,919929541624,"491, Street, Pune",4.36,6.58,4.36,Stable,22,18,22,18,81.82,4.36,18,71.99,High,2025-07-30,3,Late,0,0,0,1,0,0,Below Average,Yes,40,26,14,65.0,80.0,50.0,-30.0,32.44361111111111,15.746137876186431,7.49,60.64,197.55,33.98666666666667,25.865,33.528333333333336,46.99166666666667,25.048333333333332,29.241666666666664,23.0,87.5,1,3,2,2,0,1.0,1.0,2.0,12.0,9.0,15000,3,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium Risk
215,EC211005,Ravi,Kapoor,Ravi Kapoor,Male,18,2007-04-27,ravi.kapoor215@student.college.edu,918528273523,Ghaziabad,Semi-Urban,EC,Electronics & Communication,1,1,2025-08-01,Active,17,Ms. Amit Kapoor,Lower-Middle,258312,Mr. Ravi Kapoor,Secondary,Retired,Mrs. Diya Kapoor,Secondary,Government Employee,1,6,0,919045913458,"456, Street, Ghaziabad",5.05,6.58,5.05,Improving,22,14,22,14,63.64,5.05,14,87.99,Medium,2025-07-27,0,On Time,0,0,0,1,2,2,Below Average,No,40,32,8,80.0,80.0,80.0,0.0,71.9325,15.654244038872376,34.65,100.0,433.68,67.43833333333333,76.21,75.37666666666667,58.07333333333333,82.84333333333333,71.65333333333334,2.0,75.0,2,1,3,1,1,0.0,2.0,2.0,5.0,5.0,100000,0,0.0,2,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,16.0,5.0,31.25,30,Low Risk
216,EC211006,Manoj,Bose,Manoj Bose,Male,18,2007-01-02,manoj.bose216@student.college.edu,919038241654,Visakhapatnam,Semi-Urban,EC,Electronics & Communication,1,1,2025-08-01,Active,17,Ms. Amit Kapoor,Lower-Middle,195953,Mr. Ansh Bose,Higher Secondary,Salaried Employee,Mrs. Sara Bose,Graduate,Farmer,2,4,0,918811983452,"378, Road, Visakhapatnam",5.53,6.58,5.53,Improving,20,14,20,14,70.0,5.53,14,92.32,Medium,2025-07-29,2,On Time,0,1,1,1,1,0,Average,No,40,35,5,87.5,95.0,80.0,-15.0,66.0988888888889,18.933850529488605,26.71,99.72,391.43,73.58666666666666,64.61333333333333,67.30333333333333,58.26666666666667,73.155,59.66833333333333,2.0,87.5,3,1,5,0,1,1.0,1.0,2.0,15.0,11.0,85000,1,1.0,3,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,11.333333333333334,38.0,16.0,15.0,93.75,30,Low Risk
217,EC211007,Ritvik,Kumar,Ritvik Kumar,Male,19,2007-01-24,ritvik.kumar217@student.college.edu,917107186456,Bhopal,Semi-Urban,EC,Electronics & Communication,1,1,2025-08-01,Active,17,Ms. Amit Kapoor,Middle,433726,Mr. Shivansh Kumar,Primary,Professional,Mrs. Aadhya Kumar,Secondary,Homemaker,2,3,1,918985865507,"201, Lane, Bhopal",6.8,6.58,6.8,Stable,24,22,24,22,91.67,6.8,22,76.59,Medium,2025-08-03,7,Late,0,0,0,1,2,1,Average,No,40,29,11,72.5,70.0,75.0,5.0,52.805277777777775,18.54346916011304,16.08,87.41,322.96,50.958333333333336,52.79833333333334,60.72833333333333,54.03,47.291666666666664,51.025,9.0,75.0,0,0,4,1,1,1.0,1.0,2.0,18.0,21.0,85000,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,Medium Risk
