student_id,income_level,annual_income,father_name,father_education,father_occupation,mother_name,mother_education,mother_occupation,siblings,family_size,single_parent,guardian_contact,permanent_address
161,Upper-Middle,707488,Mr. Ravi Desai,Graduate,Government Employee,Mrs. Aarohi Desai,Higher Secondary,Self-Employed,2,7,0,+919870832027,"490, Lane, Indore"
162,Low,129499,Mr. Raj Ali,Primary,Retired,Mrs. Priya Ali,No Formal Education,Salaried Employee,2,5,0,+919497141599,"245, Road, Visakhapatnam"
163,Low,58177,Mr. Kabir Kapoor,Higher Secondary,Salaried Employee,Mrs. Suman Kapoor,Secondary,Homemaker,2,7,0,+919679954458,"76, Lane, Ahmedabad"
164,Middle,469836,Mr. Shaurya Malhotra,Secondary,Government Employee,Mrs. Tanvi Malhotra,Higher Secondary,Professional,0,6,1,+919603136957,"269, Street, Nagpur"
165,Upper-Middle,853430,Mr. Prakash Khan,Graduate,Salaried Employee,Mrs. Mira Khan,Primary,Small Business,1,5,0,+918406613106,"283, Street, Kolkata"
166,Upper-Middle,756059,Mr. Advait Singh,Secondary,Salaried Employee,Mrs. Ananya Singh,Secondary,Homemaker,0,4,0,+919250423830,"136, Street, Pune"
167,High,1797022,Mr. Vivaan Reddy,Graduate,Farmer,Mrs. Tara Reddy,Secondary,Daily Wage Worker,3,4,0,+917091354387,"98, Road, Ludhiana"
168,Low,128390,Mr. Sandeep Agarwal,Higher Secondary,Self-Employed,Mrs. Aditi Agarwal,Secondary,Homemaker,1,6,0,+919989341717,"59, Lane, Lucknow"
169,Lower-Middle,254855,Mr. Rudra Arora,Secondary,Government Employee,Mrs. Kiara Arora,Secondary,Homemaker,4,3,1,+917749936167,"348, Lane, Kolkata"
170,Low,111335,Mr. Kiaan Khanna,Higher Secondary,Self-Employed,Mrs. Ritika Khanna,No Formal Education,Homemaker,2,3,1,+918201136378,"353, Lane, Indore"
171,Lower-Middle,235828,Mr. Rudra Ali,Primary,Professional,Mrs. Shruti Ali,Secondary,Farmer,2,5,0,+917601018227,"385, Road, Ahmedabad"
172,Lower-Middle,256507,Mr. Krishna Agarwal,Primary,Daily Wage Worker,Mrs. Avni Agarwal,Primary,Self-Employed,0,4,0,+919798673559,"238, Lane, Vadodara"
173,Lower-Middle,248281,Mr. Ishaan Khan,Primary,Professional,Mrs. Avni Khan,Secondary,Salaried Employee,0,6,0,+919033844774,"231, Road, Mumbai"
174,Lower-Middle,177753,Mr. Vivaan Rao,Higher Secondary,Small Business,Mrs. Anika Rao,No Formal Education,Homemaker,2,4,0,+917916359141,"393, Street, Bangalore"
175,Low,59560,Mr. Ravi Ahmed,Higher Secondary,Farmer,Mrs. Mira Ahmed,Higher Secondary,Small Business,0,4,0,+918836073520,"7, Lane, Lucknow"
176,Low,102531,Mr. Reyansh Reddy,Higher Secondary,Small Business,Mrs. Sneha Reddy,Secondary,Homemaker,0,5,0,+917903217227,"387, Lane, Mumbai"
177,Low,133520,Mr. Manoj Pillai,Higher Secondary,Salaried Employee,Mrs. Kiara Pillai,Graduate,Homemaker,4,4,0,+917586102925,"335, Lane, Indore"
178,Upper-Middle,791326,Mr. Manoj Agarwal,Higher Secondary,Professional,Mrs. Divya Agarwal,Primary,Homemaker,0,4,0,+918311297309,"52, Lane, Bangalore"
179,Upper-Middle,703258,Mr. Kiaan Bose,Higher Secondary,Government Employee,Mrs. Nisha Bose,Graduate,Homemaker,3,3,1,+917084674115,"13, Street, Chennai"
180,Upper-Middle,811453,Mr. Sandeep Khan,No Formal Education,Salaried Employee,Mrs. Priya Khan,No Formal Education,Homemaker,0,5,0,+919950791847,"417, Lane, Ludhiana"
181,Low,90642,Mr. Ayaan Rao,Secondary,Farmer,Mrs. Siya Rao,Primary,Homemaker,1,3,0,+919576940313,"216, Street, Nagpur"
182,Low,132048,Mr. Reyansh Malhotra,Graduate,Daily Wage Worker,Mrs. Shanaya Malhotra,Post-Graduate,Homemaker,2,6,0,+917886729210,"411, Road, Vadodara"
183,Upper-Middle,756084,Mr. Atharv Desai,Primary,Government Employee,Mrs. Preeti Desai,No Formal Education,Homemaker,1,7,0,+919804250007,"126, Street, Kolkata"
184,Upper-Middle,991968,Mr. Rahul Kaur,Graduate,Salaried Employee,Mrs. Neha Kaur,No Formal Education,Homemaker,1,7,0,+918308423377,"319, Lane, Delhi"
185,Middle,306866,Mr. Rudra Mehta,Higher Secondary,Farmer,Mrs. Ananya Mehta,Secondary,Homemaker,0,4,0,+917402737845,"34, Lane, Jaipur"
186,Low,109008,Mr. Karthik Nair,No Formal Education,Daily Wage Worker,Mrs. Ritika Nair,Higher Secondary,Homemaker,1,3,0,+917811216888,"195, Road, Visakhapatnam"
187,Middle,562690,Mr. Arnav Kumar,Higher Secondary,Farmer,Mrs. Kiara Kumar,Secondary,Farmer,2,7,0,+918603946247,"182, Road, Patna"
188,High,1072951,Mr. Samar Nair,Secondary,Self-Employed,Mrs. Kiara Nair,Post-Graduate,Farmer,4,7,0,+917814935550,"61, Road, Jaipur"
189,Middle,385146,Mr. Ansh Reddy,Secondary,Government Employee,Mrs. Avni Reddy,Primary,Self-Employed,1,7,0,+917606818598,"376, Lane, Nagpur"
190,Middle,545545,Mr. Kunal Tiwari,No Formal Education,Professional,Mrs. Ritika Tiwari,Secondary,Salaried Employee,0,5,0,+919085018613,"242, Street, Lucknow"
191,Middle,360534,Mr. Aditya Ahmed,Graduate,Daily Wage Worker,Mrs. Neha Ahmed,Post-Graduate,Homemaker,3,5,0,+919735503458,"299, Road, Delhi"
192,Middle,346932,Mr. Ritvik Ghosh,Primary,Daily Wage Worker,Mrs. Avni Ghosh,Primary,Retired,0,6,0,+919341534825,"298, Road, Bhopal"
193,Low,60181,Mr. Ravi Das,Higher Secondary,Daily Wage Worker,Mrs. Sara Das,Secondary,Homemaker,1,7,0,+919855646171,"21, Lane, Bhopal"
194,Lower-Middle,255692,Mr. Dhruv Verma,Higher Secondary,Salaried Employee,Mrs. Kiara Verma,Secondary,Government Employee,1,7,0,+917258984006,"97, Lane, Jaipur"
195,Lower-Middle,264894,Mr. Prakash Gupta,Primary,Self-Employed,Mrs. Sakshi Gupta,Primary,Homemaker,1,7,0,+917880117627,"265, Lane, Mumbai"
196,Middle,443238,Mr. Ritvik Sethi,No Formal Education,Professional,Mrs. Zara Sethi,Secondary,Self-Employed,1,3,0,+918418932029,"49, Lane, Ghaziabad"
197,Upper-Middle,799168,Mr. Kabir Nair,Graduate,Self-Employed,Mrs. Aarohi Nair,Primary,Farmer,1,4,0,+918423799868,"261, Lane, Delhi"
198,Lower-Middle,164660,Mr. Rudra Desai,Secondary,Retired,Mrs. Diya Desai,Primary,Homemaker,2,5,0,+919632232133,"90, Road, Kanpur"
199,Upper-Middle,868296,Mr. Reyansh Das,Secondary,Daily Wage Worker,Mrs. Sneha Das,Post-Graduate,Government Employee,1,4,0,+919930569976,"384, Road, Delhi"
200,Upper-Middle,676770,Mr. Aditya Bhatia,Graduate,Small Business,Mrs. Anika Bhatia,No Formal Education,Homemaker,1,3,0,+917964336810,"432, Street, Chennai"
201,Lower-Middle,214568,Mr. Arjun Sethi,Primary,Retired,Mrs. Aarohi Sethi,Graduate,Daily Wage Worker,3,6,0,+917460710700,"76, Street, Vadodara"
202,Lower-Middle,176601,Mr. Aditya Pandey,Higher Secondary,Salaried Employee,Mrs. Kriti Pandey,Primary,Self-Employed,4,3,0,+919782262808,"249, Lane, Ghaziabad"
203,Low,80483,Mr. Kabir Malhotra,Graduate,Small Business,Mrs. Tanvi Malhotra,Higher Secondary,Homemaker,1,5,1,+919096671508,"259, Street, Ludhiana"
204,Lower-Middle,189672,Mr. Manish Mishra,Secondary,Self-Employed,Mrs. Rani Mishra,Higher Secondary,Small Business,1,4,0,+919387609551,"288, Road, Delhi"
205,Low,50836,Mr. Kunal Joshi,Graduate,Salaried Employee,Mrs. Ira Joshi,Graduate,Small Business,1,6,0,+919397706043,"490, Lane, Jaipur"
206,Lower-Middle,240079,Mr. Manoj Choudhury,Higher Secondary,Salaried Employee,Mrs. Nisha Choudhury,No Formal Education,Daily Wage Worker,4,7,0,+918842622784,"26, Road, Hyderabad"
207,Middle,339084,Mr. Shivansh Hussain,Graduate,Retired,Mrs. Neha Hussain,No Formal Education,Homemaker,1,6,0,+918942309278,"134, Lane, Pune"
208,Middle,503951,Mr. Ravi Shah,Graduate,Professional,Mrs. Suman Shah,No Formal Education,Homemaker,1,6,1,+917194174328,"167, Road, Ghaziabad"
209,Low,67137,Mr. Ankit Arora,Secondary,Daily Wage Worker,Mrs. Sara Arora,Primary,Self-Employed,2,7,0,+918594097401,"14, Street, Chennai"
210,Low,100493,Mr. Aditya Shah,Secondary,Farmer,Mrs. Saanvi Shah,Higher Secondary,Homemaker,1,5,0,+917073343965,"197, Road, Jaipur"
211,Low,75179,Mr. Pranav Kumar,No Formal Education,Daily Wage Worker,Mrs. Prisha Kumar,No Formal Education,Salaried Employee,3,4,0,+918215449058,"258, Lane, Jaipur"
212,Low,107374,Mr. Kunal Shah,Primary,Salaried Employee,Mrs. Anika Shah,Secondary,Government Employee,1,3,1,+918949386372,"216, Street, Indore"
213,Upper-Middle,883656,Mr. Aarav Bose,Graduate,Self-Employed,Mrs. Myra Bose,Primary,Homemaker,0,5,0,+918362971460,"350, Street, Kolkata"
214,Low,95803,Mr. Ankit Ahmed,Graduate,Small Business,Mrs. Neha Ahmed,Primary,Homemaker,1,6,1,+919929541624,"491, Street, Pune"
215,Lower-Middle,258312,Mr. Ravi Kapoor,Secondary,Retired,Mrs. Diya Kapoor,Secondary,Government Employee,1,6,0,+919045913458,"456, Street, Ghaziabad"
216,Lower-Middle,195953,Mr. Ansh Bose,Higher Secondary,Salaried Employee,Mrs. Sara Bose,Graduate,Farmer,2,4,0,+918811983452,"378, Road, Visakhapatnam"
217,Middle,433726,Mr. Shivansh Kumar,Primary,Professional,Mrs. Aadhya Kumar,Secondary,Homemaker,2,3,1,+918985865507,"201, Lane, Bhopal"
218,Upper-Middle,836543,Mr. Shaurya Choudhury,Primary,Farmer,Mrs. Rekha Choudhury,Higher Secondary,Homemaker,3,5,0,+917991040112,"191, Street, Ahmedabad"
219,Low,50248,Mr. Dhruv Gupta,Post-Graduate,Government Employee,Mrs. Mira Gupta,Higher Secondary,Homemaker,1,5,0,+919528380754,"480, Street, Ahmedabad"
220,High,1469849,Mr. Shaurya Agarwal,Graduate,Daily Wage Worker,Mrs. Prisha Agarwal,Secondary,Homemaker,2,4,0,+917974101321,"115, Street, Nagpur"
221,Middle,335288,Mr. Manish Mishra,Higher Secondary,Daily Wage Worker,Mrs. Meera Mishra,No Formal Education,Small Business,1,7,0,+919888907760,"394, Lane, Ahmedabad"
222,Middle,518970,Mr. Kabir Mishra,No Formal Education,Professional,Mrs. Shruti Mishra,Secondary,Self-Employed,0,6,0,+918581281830,"485, Lane, Ahmedabad"
223,Upper-Middle,697040,Mr. Ishaan Khan,Higher Secondary,Farmer,Mrs. Swati Khan,Primary,Daily Wage Worker,1,6,0,+919496738419,"447, Street, Ahmedabad"
224,Lower-Middle,275977,Mr. Vedant Joshi,Primary,Small Business,Mrs. Sara Joshi,Higher Secondary,Government Employee,2,3,0,+917783629204,"295, Lane, Kanpur"
225,Low,111711,Mr. Naksh Agarwal,Secondary,Retired,Mrs. Riya Agarwal,Secondary,Homemaker,1,3,0,+918266406007,"420, Street, Vadodara"
226,Lower-Middle,151788,Mr. Manoj Joshi,Post-Graduate,Professional,Mrs. Ananya Joshi,Primary,Homemaker,0,6,0,+918372429020,"266, Road, Vadodara"
227,Lower-Middle,171710,Mr. Naksh Tiwari,Secondary,Government Employee,Mrs. Myra Tiwari,Secondary,Self-Employed,1,4,0,+919847748826,"404, Road, Coimbatore"
228,Middle,507995,Mr. Deepak Banerjee,Secondary,Government Employee,Mrs. Preeti Banerjee,No Formal Education,Government Employee,0,5,0,+919741254749,"67, Street, Ahmedabad"
229,Low,65618,Mr. Abhinav Ghosh,Primary,Retired,Mrs. Kavya Ghosh,Secondary,Small Business,1,5,0,+918887568528,"477, Street, Mumbai"
230,Low,70752,Mr. Ritvik Shah,Post-Graduate,Salaried Employee,Mrs. Aditi Shah,Secondary,Salaried Employee,2,4,0,+917754395931,"100, Street, Visakhapatnam"
231,Low,80056,Mr. Abhinav Khanna,Primary,Government Employee,Mrs. Priya Khanna,Primary,Homemaker,3,3,0,+917707315364,"101, Street, Indore"
232,Middle,372363,Mr. Advait Rao,Primary,Small Business,Mrs. Siya Rao,Higher Secondary,Homemaker,2,6,0,+917676226035,"450, Street, Visakhapatnam"
233,Low,104277,Mr. Kabir Chatterjee,Graduate,Government Employee,Mrs. Siya Chatterjee,No Formal Education,Small Business,2,5,0,+918527003989,"418, Lane, Bhopal"
234,Lower-Middle,170507,Mr. Kian Bose,Primary,Retired,Mrs. Sunita Bose,Secondary,Professional,2,3,0,+918184871033,"345, Lane, Jaipur"
235,Lower-Middle,212226,Mr. Ankit Kaur,Graduate,Professional,Mrs. Zara Kaur,Higher Secondary,Salaried Employee,2,5,0,+918026863061,"467, Lane, Ahmedabad"
236,Lower-Middle,182048,Mr. Arnav Mishra,Secondary,Professional,Mrs. Diya Mishra,Secondary,Government Employee,2,7,0,+918125908767,"214, Street, Hyderabad"
237,Upper-Middle,733093,Mr. Rohan Singh,Secondary,Small Business,Mrs. Rani Singh,Primary,Farmer,0,7,0,+919016550943,"106, Lane, Ahmedabad"
238,Middle,384341,Mr. Aditya Khan,Primary,Professional,Mrs. Kriti Khan,Secondary,Retired,0,7,0,+919834733030,"147, Road, Pune"
239,Middle,323115,Mr. Sandeep Malhotra,Primary,Government Employee,Mrs. Divya Malhotra,Primary,Homemaker,1,6,0,+917732941807,"263, Lane, Kolkata"
240,Low,116368,Mr. Vikram Banerjee,Primary,Retired,Mrs. Zara Banerjee,Higher Secondary,Self-Employed,2,4,0,+917845756541,"29, Lane, Vadodara"
241,Low,141688,Mr. Abhinav Hussain,No Formal Education,Salaried Employee,Mrs. Anika Hussain,Primary,Government Employee,1,7,0,+917492616596,"221, Lane, Visakhapatnam"
242,Lower-Middle,297583,Mr. Manoj Sinha,No Formal Education,Retired,Mrs. Pari Sinha,Post-Graduate,Homemaker,0,3,0,+919646874575,"82, Street, Kolkata"
243,Lower-Middle,227307,Mr. Suresh Arora,Secondary,Small Business,Mrs. Shruti Arora,Higher Secondary,Salaried Employee,0,4,0,+919979247585,"492, Street, Bangalore"
244,Middle,383440,Mr. Yash Malhotra,Graduate,Daily Wage Worker,Mrs. Ishita Malhotra,Secondary,Government Employee,1,3,0,+919047324171,"66, Lane, Kanpur"
245,Low,64948,Mr. Kunal Banerjee,No Formal Education,Daily Wage Worker,Mrs. Myra Banerjee,Primary,Self-Employed,0,5,0,+917203616373,"301, Road, Nagpur"
246,Lower-Middle,205008,Mr. Kiaan Gupta,Secondary,Self-Employed,Mrs. Ritika Gupta,Graduate,Salaried Employee,1,5,0,+917514219679,"98, Lane, Kanpur"
247,Middle,309253,Mr. Aarav Bose,Post-Graduate,Salaried Employee,Mrs. Sara Bose,Graduate,Farmer,2,3,0,+919684256523,"428, Lane, Visakhapatnam"
248,Middle,441191,Mr. Rohan Hussain,Primary,Government Employee,Mrs. Rani Hussain,Primary,Small Business,2,3,0,+918316893900,"423, Lane, Patna"
249,Low,103160,Mr. Ishaan Pillai,No Formal Education,Salaried Employee,Mrs. Ishita Pillai,Primary,Homemaker,1,6,0,+918351361934,"156, Road, Nagpur"
250,Lower-Middle,182361,Mr. Harshit Iyer,Higher Secondary,Professional,Mrs. Rani Iyer,No Formal Education,Homemaker,2,7,0,+919662175441,"57, Street, Hyderabad"
251,High,2297961,Mr. Naksh Kumar,Primary,Small Business,Mrs. Nisha Kumar,Primary,Self-Employed,1,5,0,+918824106134,"159, Road, Hyderabad"
252,Low,85647,Mr. Shivansh Desai,Higher Secondary,Salaried Employee,Mrs. Anvi Desai,Higher Secondary,Homemaker,2,5,0,+919412975297,"84, Street, Indore"
253,Lower-Middle,288248,Mr. Kiaan Malhotra,Primary,Professional,Mrs. Pari Malhotra,No Formal Education,Farmer,1,5,0,+919295206322,"462, Lane, Bhopal"
254,Lower-Middle,293461,Mr. Nikhil Kapoor,Higher Secondary,Daily Wage Worker,Mrs. Tanvi Kapoor,Higher Secondary,Salaried Employee,0,7,0,+919065178705,"319, Road, Kolkata"
255,High,2148606,Mr. Ajay Banerjee,Secondary,Self-Employed,Mrs. Suman Banerjee,Higher Secondary,Self-Employed,3,3,0,+917042542980,"87, Road, Kanpur"
256,Middle,316354,Mr. Prakash Khanna,Higher Secondary,Professional,Mrs. Meera Khanna,Primary,Daily Wage Worker,1,3,0,+919902460762,"367, Street, Chennai"
257,Lower-Middle,160846,Mr. Kunal Iyer,Primary,Self-Employed,Mrs. Diya Iyer,Graduate,Small Business,0,4,0,+918846100940,"201, Road, Pune"
258,Lower-Middle,251631,Mr. Yash Reddy,Post-Graduate,Self-Employed,Mrs. Kriti Reddy,No Formal Education,Homemaker,1,3,0,+918745483058,"219, Street, Ludhiana"
259,Upper-Middle,979576,Mr. Ishaan Saxena,Secondary,Small Business,Mrs. Shruti Saxena,Secondary,Homemaker,2,4,1,+919542603699,"77, Road, Nagpur"
260,Middle,465366,Mr. Krishna Nair,Higher Secondary,Small Business,Mrs. Prisha Nair,Primary,Retired,1,7,0,+918985349407,"399, Road, Hyderabad"
261,Low,85982,Mr. Ravi Pandey,Secondary,Farmer,Mrs. Navya Pandey,Higher Secondary,Professional,1,7,0,+919583601722,"365, Road, Jaipur"
262,Lower-Middle,268155,Mr. Shivansh Saxena,Higher Secondary,Professional,Mrs. Avni Saxena,Higher Secondary,Professional,1,7,0,+917256468671,"302, Road, Ghaziabad"
263,Lower-Middle,175748,Mr. Kabir Agarwal,Higher Secondary,Farmer,Mrs. Zara Agarwal,No Formal Education,Farmer,3,5,0,+919854510887,"418, Road, Bhopal"
264,Low,99511,Mr. Advait Ahmed,No Formal Education,Farmer,Mrs. Swati Ahmed,Secondary,Homemaker,2,7,0,+917059380447,"337, Lane, Lucknow"
265,Low,108994,Mr. Siddharth Das,Secondary,Retired,Mrs. Ritika Das,Secondary,Homemaker,2,6,0,+918091105947,"187, Road, Bangalore"
266,Low,63086,Mr. Aarav Tiwari,Graduate,Small Business,Mrs. Navya Tiwari,No Formal Education,Small Business,2,3,0,+918999848034,"389, Lane, Patna"
267,Upper-Middle,950216,Mr. Vikram Bhatia,Higher Secondary,Salaried Employee,Mrs. Sneha Bhatia,Graduate,Self-Employed,3,5,0,+917385906958,"447, Lane, Bhopal"
268,Low,91929,Mr. Abhinav Ali,Graduate,Small Business,Mrs. Kavya Ali,Secondary,Homemaker,3,5,0,+919120045682,"127, Street, Visakhapatnam"
269,High,1448628,Mr. Pranav Singh,Post-Graduate,Small Business,Mrs. Kavya Singh,Graduate,Daily Wage Worker,2,4,0,+918320362944,"385, Road, Ahmedabad"
270,Middle,557316,Mr. Atharv Patel,Higher Secondary,Salaried Employee,Mrs. Navya Patel,Higher Secondary,Government Employee,2,4,0,+917450392758,"123, Lane, Chennai"
271,Low,133548,Mr. Manish Bhatia,Secondary,Daily Wage Worker,Mrs. Shanaya Bhatia,Primary,Small Business,3,6,0,+919974620684,"484, Street, Ahmedabad"
272,Lower-Middle,221761,Mr. Shivansh Jain,Secondary,Government Employee,Mrs. Aditi Jain,Higher Secondary,Government Employee,1,4,0,+919888681078,"413, Road, Patna"
273,Middle,304226,Mr. Reyansh Saxena,Higher Secondary,Daily Wage Worker,Mrs. Ananya Saxena,Secondary,Homemaker,4,5,0,+917363097314,"370, Road, Visakhapatnam"
274,Middle,347330,Mr. Sandeep Patel,Higher Secondary,Small Business,Mrs. Shanaya Patel,Primary,Homemaker,0,6,0,+918945593329,"7, Road, Ghaziabad"
275,High,2787303,Mr. Kunal Desai,Secondary,Daily Wage Worker,Mrs. Divya Desai,No Formal Education,Homemaker,4,4,1,+918485035078,"19, Lane, Jaipur"
276,Middle,383865,Mr. Ajay Singh,Graduate,Self-Employed,Mrs. Nisha Singh,Higher Secondary,Homemaker,3,4,0,+918587131157,"299, Street, Kolkata"
277,Lower-Middle,270632,Mr. Deepak Gupta,Primary,Retired,Mrs. Sneha Gupta,Primary,Homemaker,1,6,0,+919208296372,"158, Lane, Kolkata"
278,Low,118748,Mr. Manish Jain,Higher Secondary,Government Employee,Mrs. Riya Jain,Secondary,Homemaker,2,5,0,+917470119744,"177, Lane, Ahmedabad"
279,Lower-Middle,229353,Mr. Ayaan Pillai,Primary,Small Business,Mrs. Pari Pillai,No Formal Education,Homemaker,3,3,0,+919777819983,"188, Lane, Vadodara"
280,Low,145021,Mr. Vivaan Reddy,No Formal Education,Self-Employed,Mrs. Myra Reddy,Primary,Homemaker,0,7,0,+919063700038,"310, Road, Kanpur"
281,Upper-Middle,874675,Mr. Kabir Kaur,Secondary,Professional,Mrs. Navya Kaur,Primary,Homemaker,1,4,0,+919139829748,"340, Street, Lucknow"
282,Lower-Middle,229292,Mr. Shivansh Chatterjee,Higher Secondary,Farmer,Mrs. Kavya Chatterjee,Secondary,Homemaker,2,5,0,+919711393400,"245, Street, Ludhiana"
283,Middle,447508,Mr. Prakash Bose,Graduate,Daily Wage Worker,Mrs. Tara Bose,Higher Secondary,Homemaker,1,4,0,+919769445062,"487, Lane, Nagpur"
284,Middle,306298,Mr. Suresh Pillai,Secondary,Farmer,Mrs. Shruti Pillai,Secondary,Homemaker,0,7,0,+917208547904,"14, Road, Ghaziabad"
285,High,1112436,Mr. Ishaan Desai,Secondary,Professional,Mrs. Kavya Desai,Primary,Homemaker,1,5,1,+917949500464,"492, Lane, Nagpur"
286,Middle,453013,Mr. Siddharth Kaur,Secondary,Farmer,Mrs. Anika Kaur,Primary,Small Business,0,7,0,+917977272845,"35, Road, Ahmedabad"
287,Low,103851,Mr. Ritvik Chopra,Primary,Farmer,Mrs. Meera Chopra,No Formal Education,Farmer,1,4,0,+918543149850,"220, Road, Jaipur"
288,Low,136776,Mr. Deepak Kumar,No Formal Education,Small Business,Mrs. Priya Kumar,No Formal Education,Homemaker,1,7,0,+917608913223,"292, Road, Mumbai"
289,Low,71760,Mr. Shivansh Sharma,Secondary,Self-Employed,Mrs. Mira Sharma,Higher Secondary,Self-Employed,3,6,0,+919940140998,"20, Lane, Kanpur"
290,Lower-Middle,206990,Mr. Vihaan Tiwari,Primary,Farmer,Mrs. Ishita Tiwari,No Formal Education,Homemaker,1,3,0,+918789697341,"223, Street, Visakhapatnam"
291,Upper-Middle,799645,Mr. Nikhil Hussain,Graduate,Government Employee,Mrs. Shanaya Hussain,Post-Graduate,Small Business,1,3,0,+917450845725,"98, Road, Chennai"
292,Upper-Middle,634663,Mr. Pranav Kapoor,Secondary,Retired,Mrs. Tanvi Kapoor,Secondary,Homemaker,0,7,0,+918906403968,"7, Road, Hyderabad"
293,Middle,486081,Mr. Siddharth Malhotra,Higher Secondary,Government Employee,Mrs. Anvi Malhotra,Primary,Homemaker,2,3,0,+919558194675,"494, Road, Delhi"
294,Lower-Middle,200197,Mr. Manish Ghosh,Higher Secondary,Farmer,Mrs. Aditi Ghosh,Higher Secondary,Farmer,3,5,0,+918397790926,"177, Lane, Pune"
295,Middle,512157,Mr. Rudra Rao,Secondary,Government Employee,Mrs. Tanvi Rao,Primary,Small Business,3,4,0,+918819646246,"498, Lane, Kolkata"
296,Upper-Middle,929449,Mr. Aditya Gupta,No Formal Education,Small Business,Mrs. Sunita Gupta,Secondary,Homemaker,2,3,0,+917370033642,"448, Street, Chennai"
297,Lower-Middle,179411,Mr. Ayaan Patel,Primary,Self-Employed,Mrs. Sakshi Patel,Graduate,Salaried Employee,2,4,1,+917379205357,"187, Road, Lucknow"
298,Low,134415,Mr. Ritvik Kapoor,Post-Graduate,Daily Wage Worker,Mrs. Siya Kapoor,Secondary,Self-Employed,1,7,0,+919582164577,"184, Lane, Patna"
299,Lower-Middle,211559,Mr. Sai Ahmed,Secondary,Small Business,Mrs. Neha Ahmed,Secondary,Government Employee,0,7,1,+917724316286,"408, Street, Coimbatore"
300,Lower-Middle,243249,Mr. Ansh Chatterjee,Higher Secondary,Farmer,Mrs. Riya Chatterjee,Primary,Daily Wage Worker,3,4,0,+918725066381,"232, Lane, Bhopal"
301,Lower-Middle,164578,Mr. Kunal Kapoor,No Formal Education,Self-Employed,Mrs. Simran Kapoor,No Formal Education,Salaried Employee,2,3,0,+919403419885,"104, Lane, Pune"
302,Low,117909,Mr. Nikhil Joshi,Secondary,Small Business,Mrs. Ishita Joshi,Graduate,Homemaker,3,3,0,+917351573394,"45, Road, Nagpur"
303,Low,93456,Mr. Rudra Desai,Secondary,Small Business,Mrs. Sakshi Desai,No Formal Education,Homemaker,2,5,0,+917035939689,"367, Street, Jaipur"
304,Lower-Middle,177534,Mr. Karthik Pandey,Graduate,Self-Employed,Mrs. Saanvi Pandey,Primary,Homemaker,3,5,1,+917475284931,"117, Lane, Patna"
305,Low,126434,Mr. Ravi Kumar,Higher Secondary,Daily Wage Worker,Mrs. Priya Kumar,Secondary,Homemaker,2,3,0,+917269363891,"305, Road, Ghaziabad"
306,Low,126580,Mr. Rohan Choudhury,Graduate,Professional,Mrs. Rani Choudhury,Higher Secondary,Daily Wage Worker,3,3,0,+918229581882,"452, Road, Indore"
307,Middle,429541,Mr. Abhinav Singh,Secondary,Professional,Mrs. Aanya Singh,Secondary,Homemaker,2,5,0,+919404390878,"160, Road, Vadodara"
308,High,1476695,Mr. Naksh Pillai,Higher Secondary,Retired,Mrs. Anvi Pillai,Higher Secondary,Homemaker,3,5,0,+917071350139,"44, Street, Vadodara"
309,Lower-Middle,266132,Mr. Deepak Kapoor,Post-Graduate,Daily Wage Worker,Mrs. Anjali Kapoor,Higher Secondary,Homemaker,1,4,0,+918013410081,"138, Street, Delhi"
310,Low,51396,Mr. Dhruv Khanna,Secondary,Government Employee,Mrs. Shanaya Khanna,Graduate,Homemaker,2,5,0,+917763080438,"277, Road, Ghaziabad"
311,Middle,392254,Mr. Advait Arora,Graduate,Daily Wage Worker,Mrs. Saanvi Arora,Graduate,Homemaker,1,6,0,+919811095271,"85, Lane, Lucknow"
312,Middle,518428,Mr. Arjun Jain,Primary,Professional,Mrs. Sneha Jain,Secondary,Small Business,0,4,0,+918552585791,"136, Road, Chennai"
313,Lower-Middle,220266,Mr. Yash Mishra,Higher Secondary,Government Employee,Mrs. Tanvi Mishra,Primary,Daily Wage Worker,0,7,1,+917676688364,"275, Lane, Ghaziabad"
314,Low,67604,Mr. Kunal Das,Secondary,Self-Employed,Mrs. Aadhya Das,Primary,Self-Employed,3,6,0,+917462146783,"257, Street, Bangalore"
315,Middle,434398,Mr. Ayaan Arora,Higher Secondary,Government Employee,Mrs. Aditi Arora,Secondary,Homemaker,1,6,1,+917297813692,"118, Lane, Delhi"
316,Low,96076,Mr. Arnav Khan,No Formal Education,Self-Employed,Mrs. Tara Khan,Primary,Salaried Employee,2,7,1,+918834878066,"26, Street, Bangalore"
317,Low,137606,Mr. Sandeep Choudhury,Post-Graduate,Self-Employed,Mrs. Saanvi Choudhury,Post-Graduate,Homemaker,1,4,0,+919579306099,"405, Road, Pune"
318,Low,119905,Mr. Aarav Khanna,Primary,Government Employee,Mrs. Rani Khanna,Secondary,Small Business,2,3,0,+917123703858,"296, Street, Patna"
319,High,2365770,Mr. Raj Singh,Graduate,Retired,Mrs. Sara Singh,No Formal Education,Self-Employed,3,7,0,+919900283036,"12, Lane, Bangalore"
320,Low,85766,Mr. Vedant Bose,Secondary,Salaried Employee,Mrs. Saanvi Bose,Graduate,Homemaker,1,6,0,+918446973176,"99, Lane, Ahmedabad"
